"","math_c","reading_c","Participate_saberpro","estu_trabaja","estudiantes","treat","cole_cod_dane","id_name","year_treated","year","COLE_MCPIO_UBICACION","BASE","cole_naturaleza","buffer_km","year_treated_sa","year_treated_att","time_to_treat","fuente"
"25593",0.5,0.5,5,28,152,1,"315001003691",1748,2004,2015,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,11,"base_ai"
"25594",0.49,0.5,1,33,142,1,"315001003691",1748,2004,2016,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,12,"base_ai"
"25595",0.494999999999999,0.520000000000001,0,48,92,1,"315001003691",1748,2004,2017,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,13,"base_ai"
"25596",0.479999999999999,0.51,0,47,89,1,"315001003691",1748,2004,2018,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,14,"base_ai"
"25597",0.49,0.5,0,59,104,1,"315001003691",1748,2004,2019,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,15,"base_ai"
"25598",0.68,0.62,7,0,17,1,"315001003756",1749,2004,2015,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,11,"base_ai"
"25599",0.69,0.665,3,0,22,1,"315001003756",1749,2004,2016,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,12,"base_ai"
"25600",0.71,0.68,0,0,22,1,"315001003756",1749,2004,2017,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,13,"base_ai"
"25601",0.670000000000001,0.64,0,6,36,1,"315001003756",1749,2004,2018,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,14,"base_ai"
"25602",0.68,0.649999999999999,1,9,51,1,"315001003756",1749,2004,2019,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,15,"base_ai"
"25603",0.384,0.446,1,0,14,1,"315001003772",1750,2004,2007,"BOGOTÁ D.C.","TRATAMIENTO","PRIV",1000,2004,2004,3,"base_ai"
"25604",0.384,0.446,3,0,14,1,"315001003772",1750,2004,2007,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,3,"base_ai"
"25605",0.428,0.559,8,4,71,1,"315001003772",1750,2004,2008,"BOGOTÁ D.C.","TRATAMIENTO","PRIV",1000,2004,2004,4,"base_ai"
"25606",0.428,0.559,9,4,71,1,"315001003772",1750,2004,2008,"CHIA","TRATAMIENTO","PRIV",1000,2004,2004,4,"base_ai"
"25607",0.428,0.559,6,4,71,1,"315001003772",1750,2004,2008,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,4,"base_ai"
"25608",0.403,0.51,5,0,81,1,"315001003772",1750,2004,2009,"BOGOTÁ D.C.","TRATAMIENTO","PRIV",1000,2004,2004,5,"base_ai"
"25609",0.403,0.51,2,0,81,1,"315001003772",1750,2004,2009,"CHIA","TRATAMIENTO","PRIV",1000,2004,2004,5,"base_ai"
"25610",0.403,0.51,8,0,81,1,"315001003772",1750,2004,2009,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,5,"base_ai"
"25611",0.411,0.466999999999999,32,0,99,1,"315001003772",1750,2004,2010,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,6,"base_ai"
"25612",0.413,0.541499999999999,36,1,77,1,"315001003772",1750,2004,2011,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,7,"base_ai"
"25613",0.38586075949367,0.536037974683544,32,2,79,1,"315001003772",1750,2004,2012,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,8,"base_ai"
"25614",0.388,0.505,11,0,35,1,"315001003772",1750,2004,2013,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,9,"base_ai"
"25615",0.53,0.55,13,1,67,1,"315001003772",1750,2004,2014,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,10,"base_ai"
"25616",0.539999999999999,0.530000000000001,10,1,99,1,"315001003772",1750,2004,2015,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,11,"base_ai"
"25617",0.539999999999999,0.56,0,0,51,1,"315001003772",1750,2004,2016,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,12,"base_ai"
"25618",0.55,0.565,0,20,62,1,"315001003772",1750,2004,2017,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,13,"base_ai"
"25619",0.55,0.539999999999999,0,16,41,1,"315001003772",1750,2004,2018,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,14,"base_ai"
"25620",0.57,0.59,0,14,57,1,"315001003772",1750,2004,2019,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,15,"base_ai"
"25621",0.6,0.615,0,2,14,1,"315001003861",1751,2004,2019,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,15,"base_ai"
"25622",0.443,0.419,0,0,7,1,"315001003942",1752,2004,2010,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,6,"base_ai"
"25623",0.308,0.429,0,0,13,1,"315001003942",1752,2004,2011,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,7,"base_ai"
"25624",0.334333333333333,0.46425,0,0,24,1,"315001003942",1752,2004,2012,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,8,"base_ai"
"25625",0.388,0.4895,1,0,6,1,"315001003942",1752,2004,2013,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,9,"base_ai"
"25626",0.33,0.495,0,0,7,1,"315001003942",1752,2004,2014,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,10,"base_ai"
"25627",0.48,0.44,0,0,24,1,"315001003942",1752,2004,2015,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,11,"base_ai"
"25628",0.5,0.515,0,0,10,1,"315001003942",1752,2004,2016,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,12,"base_ai"
"25629",0.44,0.47,0,4,9,1,"315001003942",1752,2004,2017,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,13,"base_ai"
"25630",0.42,0.45,0,3,13,1,"315001003942",1752,2004,2018,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,14,"base_ai"
"25631",0.47,0.44,0,6,13,1,"315001003942",1752,2004,2019,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,15,"base_ai"
"25632",0.5,0.5,1,0,1,1,"315001004248",1753,2004,2015,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,11,"base_ai"
"25633",0.61,0.63,0,0,7,1,"315001004248",1753,2004,2016,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,12,"base_ai"
"25634",0.56,0.58,0,2,15,1,"315001004248",1753,2004,2017,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,13,"base_ai"
"25635",0.63,0.59,0,0,8,1,"315001004248",1753,2004,2018,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,14,"base_ai"
"25636",0.64,0.605,0,1,10,1,"315001004248",1753,2004,2019,"TUNJA","TRATAMIENTO","PRIV",1000,2004,2004,15,"base_ai"
"25887",0.445,0.536,0,0,39,1,"315516000016",1775,2004,2006,"DUITAMA","TRATAMIENTO","PUBL",1000,2004,2004,2,"base_ai"
"25888",0.445,0.536,21,0,39,1,"315516000016",1775,2004,2006,"PAIPA","TRATAMIENTO","PUBL",1000,2004,2004,2,"base_ai"
"25889",0.442,0.5285,28,0,49,1,"315516000016",1775,2004,2007,"PAIPA","TRATAMIENTO","PUBL",1000,2004,2004,3,"base_ai"
"25890",0.449,0.581,30,5,46,1,"315516000016",1775,2004,2008,"PAIPA","TRATAMIENTO","PUBL",1000,2004,2004,4,"base_ai"
"25891",0.445,0.49,48,0,80,1,"315516000016",1775,2004,2009,"PAIPA","TRATAMIENTO","PUBL",1000,2004,2004,5,"base_ai"
"25892",0.485,0.5,38,7,91,1,"315516000016",1775,2004,2010,"PAIPA","TRATAMIENTO","PUBL",1000,2004,2004,6,"base_ai"
"25893",0.493,0.626,39,0,55,1,"315516000016",1775,2004,2011,"PAIPA","TRATAMIENTO","PUBL",1000,2004,2004,7,"base_ai"
"25894",0.434897727272728,0.547522727272727,63,5,89,1,"315516000016",1775,2004,2012,"PAIPA","TRATAMIENTO","PUBL",1000,2004,2004,8,"base_ai"
"25895",0.466,0.568,36,4,75,1,"315516000016",1775,2004,2013,"PAIPA","TRATAMIENTO","PUBL",1000,2004,2004,9,"base_ai"
"25896",0.61,0.56,29,2,72,1,"315516000016",1775,2004,2014,"PAIPA","TRATAMIENTO","PUBL",1000,2004,2004,10,"base_ai"
"25897",0.61,0.57,13,7,53,1,"315516000016",1775,2004,2015,"PAIPA","TRATAMIENTO","PUBL",1000,2004,2004,11,"base_ai"
"25898",0.64,0.61,3,2,86,1,"315516000016",1775,2004,2016,"PAIPA","TRATAMIENTO","PUBL",1000,2004,2004,12,"base_ai"
"25899",0.659999999999999,0.64,0,17,67,1,"315516000016",1775,2004,2017,"PAIPA","TRATAMIENTO","PUBL",1000,2004,2004,13,"base_ai"
"25900",0.649999999999999,0.619999999999999,0,20,83,1,"315516000016",1775,2004,2018,"PAIPA","TRATAMIENTO","PUBL",1000,2004,2004,14,"base_ai"
"25901",0.670000000000001,0.62,0,27,71,1,"315516000016",1775,2004,2019,"PAIPA","TRATAMIENTO","PUBL",1000,2004,2004,15,"base_ai"
"25902",0.54,0.53,0,5,13,1,"315516000466",1776,2004,2018,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,14,"base_ai"
"25903",0.56,0.57,0,4,15,1,"315516000466",1776,2004,2019,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,15,"base_ai"
"25904",0.423,0.498,0,0,18,1,"315516000610",1777,2004,2006,"DUITAMA","TRATAMIENTO","PRIV",1000,2004,2004,2,"base_ai"
"25905",0.423,0.498,9,0,18,1,"315516000610",1777,2004,2006,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,2,"base_ai"
"25906",0.397,0.498,7,0,19,1,"315516000610",1777,2004,2007,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,3,"base_ai"
"25907",0.405,0.603,8,0,13,1,"315516000610",1777,2004,2008,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,4,"base_ai"
"25908",0.4355,0.4995,0,0,16,1,"315516000610",1777,2004,2009,"DUITAMA","TRATAMIENTO","PRIV",1000,2004,2004,5,"base_ai"
"25909",0.4355,0.4995,4,0,16,1,"315516000610",1777,2004,2009,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,5,"base_ai"
"25910",0.464,0.474,20,2,56,1,"315516000610",1777,2004,2010,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,6,"base_ai"
"25911",0.484,0.582,15,3,29,1,"315516000610",1777,2004,2011,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,7,"base_ai"
"25912",0.429,0.559,10,2,24,1,"315516000610",1777,2004,2012,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,8,"base_ai"
"25913",0.448,0.526,14,1,25,1,"315516000610",1777,2004,2013,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,9,"base_ai"
"25914",0.58,0.6,11,2,37,1,"315516000610",1777,2004,2014,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,10,"base_ai"
"25915",0.57,0.53,6,0,29,1,"315516000610",1777,2004,2015,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,11,"base_ai"
"25916",0.64,0.61,2,1,33,1,"315516000610",1777,2004,2016,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,12,"base_ai"
"25917",0.61,0.6,0,14,35,1,"315516000610",1777,2004,2017,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,13,"base_ai"
"25918",0.65,0.62,0,12,31,1,"315516000610",1777,2004,2018,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,14,"base_ai"
"25919",0.61,0.59,0,10,31,1,"315516000610",1777,2004,2019,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,15,"base_ai"
"25920",0.547,0.555,24,0,41,1,"315516000628",1778,2004,2006,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,2,"base_ai"
"25921",0.58,0.538,22,0,28,1,"315516000628",1778,2004,2007,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,3,"base_ai"
"25922",0.53,0.562,27,2,33,1,"315516000628",1778,2004,2008,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,4,"base_ai"
"25923",0.608,0.51,22,0,25,1,"315516000628",1778,2004,2009,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,5,"base_ai"
"25924",0.6545,0.599,15,0,36,1,"315516000628",1778,2004,2010,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,6,"base_ai"
"25925",0.5585,0.6645,25,0,30,1,"315516000628",1778,2004,2011,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,7,"base_ai"
"25926",0.589888888888889,0.589333333333334,33,0,45,1,"315516000628",1778,2004,2012,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,8,"base_ai"
"25927",0.612,0.611,24,0,30,1,"315516000628",1778,2004,2013,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,9,"base_ai"
"25928",0.780000000000001,0.63,32,0,48,1,"315516000628",1778,2004,2014,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,10,"base_ai"
"25929",0.84,0.61,5,0,38,1,"315516000628",1778,2004,2015,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,11,"base_ai"
"25930",0.78,0.66,3,0,39,1,"315516000628",1778,2004,2016,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,12,"base_ai"
"25931",0.75,0.68,0,5,41,1,"315516000628",1778,2004,2017,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,13,"base_ai"
"25932",0.73,0.649999999999999,0,8,46,1,"315516000628",1778,2004,2018,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,14,"base_ai"
"25933",0.73,0.66,0,16,55,1,"315516000628",1778,2004,2019,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,15,"base_ai"
"25934",0.434125,0.600875,5,0,8,1,"315516000741",1779,2004,2012,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,8,"base_ai"
"25935",0.517,0.632,4,0,5,1,"315516000741",1779,2004,2013,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,9,"base_ai"
"25936",0.64,0.6,9,0,17,1,"315516000741",1779,2004,2014,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,10,"base_ai"
"25937",0.7,0.595,3,0,10,1,"315516000741",1779,2004,2015,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,11,"base_ai"
"25938",0.68,0.635,2,0,8,1,"315516000741",1779,2004,2016,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,12,"base_ai"
"25939",0.66,0.63,1,3,14,1,"315516000741",1779,2004,2017,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,13,"base_ai"
"25940",0.64,0.57,0,3,13,1,"315516000741",1779,2004,2018,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,14,"base_ai"
"25941",0.68,0.66,0,0,10,1,"315516000741",1779,2004,2019,"PAIPA","TRATAMIENTO","PRIV",1000,2004,2004,15,"base_ai"
"26176",0.4,0.478,4,0,55,1,"315806000214",1800,2004,2006,"DUITAMA","TRATAMIENTO","PUBL",1000,2004,2004,2,"base_ai"
"26177",0.4,0.478,10,0,55,1,"315806000214",1800,2004,2006,"SOGAMOSO","TRATAMIENTO","PUBL",1000,2004,2004,2,"base_ai"
"26178",0.397,0.478,5,0,69,1,"315806000214",1800,2004,2007,"DUITAMA","TRATAMIENTO","PUBL",1000,2004,2004,3,"base_ai"
"26179",0.397,0.478,8,0,69,1,"315806000214",1800,2004,2007,"SOGAMOSO","TRATAMIENTO","PUBL",1000,2004,2004,3,"base_ai"
"26180",0.427,0.513,16,5,45,1,"315806000214",1800,2004,2008,"DUITAMA","TRATAMIENTO","PUBL",1000,2004,2004,4,"base_ai"
"26181",0.427,0.513,0,5,45,1,"315806000214",1800,2004,2008,"SOGAMOSO","TRATAMIENTO","PUBL",1000,2004,2004,4,"base_ai"
"26182",0.379,0.467,5,0,52,1,"315806000214",1800,2004,2009,"DUITAMA","TRATAMIENTO","PUBL",1000,2004,2004,5,"base_ai"
"26183",0.379,0.467,12,0,52,1,"315806000214",1800,2004,2009,"SOGAMOSO","TRATAMIENTO","PUBL",1000,2004,2004,5,"base_ai"
"26184",0.442,0.473,35,9,102,1,"315806000214",1800,2004,2010,"TIBASOSA","TRATAMIENTO","PUBL",1000,2004,2004,6,"base_ai"
"26185",0.431,0.538,22,6,54,1,"315806000214",1800,2004,2011,"TIBASOSA","TRATAMIENTO","PUBL",1000,2004,2004,7,"base_ai"
"26186",0.374904761904762,0.515999999999999,22,8,63,1,"315806000214",1800,2004,2012,"TIBASOSA","TRATAMIENTO","PUBL",1000,2004,2004,8,"base_ai"
"26187",0.422,0.495,33,5,81,1,"315806000214",1800,2004,2013,"TIBASOSA","TRATAMIENTO","PUBL",1000,2004,2004,9,"base_ai"
"26188",0.53,0.539999999999999,9,4,39,1,"315806000214",1800,2004,2014,"TIBASOSA","TRATAMIENTO","PUBL",1000,2004,2004,10,"base_ai"
"26189",0.539999999999999,0.52,3,2,53,1,"315806000214",1800,2004,2015,"TIBASOSA","TRATAMIENTO","PUBL",1000,2004,2004,11,"base_ai"
"26190",0.56,0.535,1,0,46,1,"315806000214",1800,2004,2016,"TIBASOSA","TRATAMIENTO","PUBL",1000,2004,2004,12,"base_ai"
"26191",0.55,0.539999999999999,0,17,54,1,"315806000214",1800,2004,2017,"TIBASOSA","TRATAMIENTO","PUBL",1000,2004,2004,13,"base_ai"
"26192",0.575,0.539999999999999,0,20,50,1,"315806000214",1800,2004,2018,"TIBASOSA","TRATAMIENTO","PUBL",1000,2004,2004,14,"base_ai"
"26193",0.57,0.52,0,15,43,1,"315806000214",1800,2004,2019,"TIBASOSA","TRATAMIENTO","PUBL",1000,2004,2004,15,"base_ai"
"26208",0.4,0.478,5,0,14,1,"317380000494",1803,2014,2006,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-8,"base_ai"
"26209",0.371,0.478,12,0,21,1,"317380000494",1803,2014,2007,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-7,"base_ai"
"26210",0.405,0.515,5,0,8,1,"317380000494",1803,2014,2008,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-6,"base_ai"
"26211",0.38,0.4895,12,0,18,1,"317380000494",1803,2014,2009,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-5,"base_ai"
"26212",0.462,0.487,11,0,25,1,"317380000494",1803,2014,2010,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-4,"base_ai"
"26213",0.431,0.473,9,0,23,1,"317380000494",1803,2014,2011,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-3,"base_ai"
"26214",0.365,0.548,10,0,15,1,"317380000494",1803,2014,2012,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-2,"base_ai"
"26215",0.405,0.526,6,0,11,1,"317380000494",1803,2014,2013,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-1,"base_ai"
"26216",0.53,0.55,6,0,13,1,"317380000494",1803,2014,2014,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,0,"base_ai"
"26217",0.47,0.54,2,0,11,1,"317380000494",1803,2014,2015,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,1,"base_ai"
"26218",0.68,0.65,1,0,11,1,"317380000494",1803,2014,2016,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,2,"base_ai"
"26219",0.57,0.61,0,1,21,1,"317380000494",1803,2014,2017,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,3,"base_ai"
"26220",0.57,0.58,0,3,17,1,"317380000494",1803,2014,2018,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,4,"base_ai"
"26221",0.6,0.6,0,6,15,1,"317380000494",1803,2014,2019,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,5,"base_ai"
"26222",0.3845,0.4775,4,0,10,1,"317380000613",1804,2014,2006,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-8,"base_ai"
"26223",0.305,0.457,2,0,5,1,"317380000613",1804,2014,2007,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-7,"base_ai"
"26224",0.3045,0.5345,1,0,2,1,"317380000613",1804,2014,2008,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-6,"base_ai"
"26225",0.322,0.4555,0,0,2,1,"317380000613",1804,2014,2009,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-5,"base_ai"
"26226",0.377,0.419,2,2,11,1,"317380000613",1804,2014,2010,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-4,"base_ai"
"26227",0.361,0.495,1,0,5,1,"317380000613",1804,2014,2011,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-3,"base_ai"
"26228",0.3215,0.4625,1,1,8,1,"317380000613",1804,2014,2012,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-2,"base_ai"
"26229",0.366,0.458,1,0,8,1,"317380000613",1804,2014,2013,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-1,"base_ai"
"26230",0.475,0.435,0,0,8,1,"317380000613",1804,2014,2014,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,0,"base_ai"
"26231",0.49,0.43,0,0,3,1,"317380000613",1804,2014,2015,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,1,"base_ai"
"26232",0.445,0.415,0,0,4,1,"317380000613",1804,2014,2016,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,2,"base_ai"
"26233",0.34,0.54,0,1,3,1,"317380000613",1804,2014,2017,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,3,"base_ai"
"26234",0.405,0.55,0,3,8,1,"317380000613",1804,2014,2018,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,4,"base_ai"
"26235",0.465,0.49,0,1,4,1,"317380000613",1804,2014,2019,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,5,"base_ai"
"26236",0.466,0.536,5,0,21,1,"317380000729",1805,2014,2006,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-8,"base_ai"
"26237",0.502,0.498,1,0,23,1,"317380000729",1805,2014,2007,"HONDA","TRATAMIENTO","PRIV",1000,2014,2014,-7,"base_ai"
"26238",0.502,0.498,18,0,23,1,"317380000729",1805,2014,2007,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-7,"base_ai"
"26239",0.449,0.584,23,0,31,1,"317380000729",1805,2014,2008,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-6,"base_ai"
"26240",0.467,0.511,25,0,37,1,"317380000729",1805,2014,2009,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-5,"base_ai"
"26241",0.443,0.5,17,0,40,1,"317380000729",1805,2014,2010,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-4,"base_ai"
"26242",0.493,0.626,20,0,37,1,"317380000729",1805,2014,2011,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-3,"base_ai"
"26243",0.407352941176471,0.564941176470588,13,0,17,1,"317380000729",1805,2014,2012,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-2,"base_ai"
"26244",0.474,0.589,15,0,23,1,"317380000729",1805,2014,2013,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-1,"base_ai"
"26245",0.555,0.59,5,0,17,1,"317380000729",1805,2014,2014,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,0,"base_ai"
"26246",0.58,0.54,9,0,23,1,"317380000729",1805,2014,2015,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,1,"base_ai"
"26247",0.615,0.64,4,0,26,1,"317380000729",1805,2014,2016,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,2,"base_ai"
"26248",0.65,0.64,0,3,21,1,"317380000729",1805,2014,2017,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,3,"base_ai"
"26249",0.68,0.62,0,3,27,1,"317380000729",1805,2014,2018,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,4,"base_ai"
"26250",0.675,0.63,0,1,24,1,"317380000729",1805,2014,2019,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,5,"base_ai"
"26251",0.51,0.515,0,0,20,1,"317380000753",1806,2014,2016,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,2,"base_ai"
"26252",0.48,0.49,0,2,16,1,"317380000753",1806,2014,2017,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,3,"base_ai"
"26253",0.51,0.48,0,3,6,1,"317380000753",1806,2014,2018,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,4,"base_ai"
"26254",0.52,0.515,0,0,6,1,"317380000753",1806,2014,2019,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,5,"base_ai"
"26255",0.377,0.418,2,2,10,1,"317380000935",1807,2014,2010,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-4,"base_ai"
"26256",0.353,0.489,3,3,14,1,"317380000935",1807,2014,2011,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-3,"base_ai"
"26257",0.3422,0.47515,5,4,20,1,"317380000935",1807,2014,2012,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-2,"base_ai"
"26258",0.405,0.421,0,1,3,1,"317380000935",1807,2014,2013,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,-1,"base_ai"
"26259",0.47,0.42,0,0,8,1,"317380000935",1807,2014,2014,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,0,"base_ai"
"26260",0.44,0.44,0,0,15,1,"317380000935",1807,2014,2015,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,1,"base_ai"
"26261",0.375,0.495,0,1,4,1,"317380000935",1807,2014,2016,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,2,"base_ai"
"26262",0.42,0.48,0,4,5,1,"317380000935",1807,2014,2017,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,3,"base_ai"
"26263",0.335,0.42,0,4,8,1,"317380000935",1807,2014,2018,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,4,"base_ai"
"26264",0.34,0.45,0,2,5,1,"317380000935",1807,2014,2019,"LA DORADA","TRATAMIENTO","PRIV",1000,2014,2014,5,"base_ai"
"26265",0.371,0.478,3,0,18,1,"319001004669",1808,2008,2007,"POPAYAN","TRATAMIENTO","PRIV",1000,2008,2008,-1,"base_ai"
"26266",0.403,0.515,4,1,36,1,"319001004669",1808,2008,2008,"POPAYAN","TRATAMIENTO","PRIV",1000,2008,2008,0,"base_ai"
"26267",0.367,0.445,4,0,18,1,"319001004669",1808,2008,2009,"POPAYAN","TRATAMIENTO","PRIV",1000,2008,2008,1,"base_ai"
"26268",0.367,0.445,1,0,18,1,"319001004669",1808,2008,2009,"PUERTO TEJADA","TRATAMIENTO","PRIV",1000,2008,2008,1,"base_ai"
"26269",0.353,0.412,10,5,33,1,"319001004669",1808,2008,2010,"POPAYÁN","TRATAMIENTO","PRIV",1000,2008,2008,2,"base_ai"
"26270",0.3685,0.497,13,2,47,1,"319001004669",1808,2008,2011,"POPAYÁN","TRATAMIENTO","PRIV",1000,2008,2008,3,"base_ai"
