"","math_c","reading_c","Participate_saberpro","estu_trabaja","estudiantes","treat","cole_cod_dane","id_name","year_treated","year","COLE_MCPIO_UBICACION","BASE","cole_naturaleza","buffer_km","year_treated_sa","year_treated_att","time_to_treat","fuente"
"26271",0.333,0.495,9,1,33,1,"319001004669",1808,2008,2012,"POPAYÁN","TRATAMIENTO","PRIV",1000,2008,2008,4,"base_ai"
"26272",0.353,0.453,2,0,19,1,"319001004669",1808,2008,2013,"POPAYÁN","TRATAMIENTO","PRIV",1000,2008,2008,5,"base_ai"
"26273",0.45,0.47,6,3,47,1,"319001004669",1808,2008,2014,"POPAYAN","TRATAMIENTO","PRIV",1000,2008,2008,6,"base_ai"
"26274",0.460000000000001,0.460000000000001,3,6,65,1,"319001004669",1808,2008,2015,"POPAYAN","TRATAMIENTO","PRIV",1000,2008,2008,7,"base_ai"
"26275",0.49,0.51,0,3,33,1,"319001004669",1808,2008,2016,"POPAYAN","TRATAMIENTO","PRIV",1000,2008,2008,8,"base_ai"
"26276",0.43,0.49,0,17,45,1,"319001004669",1808,2008,2017,"POPAYAN","TRATAMIENTO","PRIV",1000,2008,2008,9,"base_ai"
"26277",0.47,0.48,0,17,37,1,"319001004669",1808,2008,2018,"POPAYÁN","TRATAMIENTO","PRIV",1000,2008,2008,10,"base_ai"
"26278",0.44,0.469999999999999,0,45,87,1,"319001004669",1808,2008,2019,"POPAYÁN","TRATAMIENTO","PRIV",1000,2008,2008,11,"base_ai"
"26344",0.4,0.517,83,0,178,1,"323001001896",1830,2007,2006,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,-1,"base_ai"
"26345",0.397,0.498000000000001,119,0,180,1,"323001001896",1830,2007,2007,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,0,"base_ai"
"26346",0.427,0.537999999999998,114,2,158,1,"323001001896",1830,2007,2008,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,1,"base_ai"
"26347",0.445500000000001,0.511000000000001,91,0,125,1,"323001001896",1830,2007,2009,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,2,"base_ai"
"26348",0.485,0.498,138,0,296,1,"323001001896",1830,2007,2010,"MONTERÍA","TRATAMIENTO","PRIV",1000,2007,2007,3,"base_ai"
"26349",0.484000000000001,0.581999999999999,110,3,140,1,"323001001896",1830,2007,2011,"MONTERÍA","TRATAMIENTO","PRIV",1000,2007,2007,4,"base_ai"
"26350",0.436999999999999,0.558999999999999,110,1,142,1,"323001001896",1830,2007,2012,"MONTERÍA","TRATAMIENTO","PRIV",1000,2007,2007,5,"base_ai"
"26351",0.430999999999999,0.546999999999999,92,1,124,1,"323001001896",1830,2007,2013,"MONTERÍA","TRATAMIENTO","PRIV",1000,2007,2007,6,"base_ai"
"26352",0.579999999999999,0.579999999999999,88,12,136,1,"323001001896",1830,2007,2014,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,7,"base_ai"
"26353",0.579999999999999,0.569999999999999,63,16,131,1,"323001001896",1830,2007,2015,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,8,"base_ai"
"26354",0.599999999999999,0.590000000000002,15,25,165,1,"323001001896",1830,2007,2016,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,9,"base_ai"
"26355",0.599999999999999,0.61,0,26,138,1,"323001001896",1830,2007,2017,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,10,"base_ai"
"26356",0.579999999999999,0.61,0,30,192,1,"323001001896",1830,2007,2018,"MONTERÍA","TRATAMIENTO","PRIV",1000,2007,2007,11,"base_ai"
"26357",0.629999999999999,0.620000000000001,1,23,151,1,"323001001896",1830,2007,2019,"MONTERÍA","TRATAMIENTO","PRIV",1000,2007,2007,12,"base_ai"
"26434",0.466,0.536,22,0,34,1,"323001007843",1838,2007,2006,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,-1,"base_ai"
"26435",0.463,0.579,32,0,38,1,"323001007843",1838,2007,2007,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,0,"base_ai"
"26436",0.47,0.603,32,0,37,1,"323001007843",1838,2007,2008,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,1,"base_ai"
"26437",0.488,0.531,41,0,46,1,"323001007843",1838,2007,2009,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,2,"base_ai"
"26438",0.527,0.524000000000001,45,0,95,1,"323001007843",1838,2007,2010,"MONTERÍA","TRATAMIENTO","PRIV",1000,2007,2007,3,"base_ai"
"26439",0.553999999999999,0.593,50,0,56,1,"323001007843",1838,2007,2011,"MONTERÍA","TRATAMIENTO","PRIV",1000,2007,2007,4,"base_ai"
"26440",0.507999999999999,0.6185,53,0,58,1,"323001007843",1838,2007,2012,"MONTERÍA","TRATAMIENTO","PRIV",1000,2007,2007,5,"base_ai"
"26441",0.517,0.632,47,0,55,1,"323001007843",1838,2007,2013,"MONTERÍA","TRATAMIENTO","PRIV",1000,2007,2007,6,"base_ai"
"26442",0.63,0.649999999999999,41,0,61,1,"323001007843",1838,2007,2014,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,7,"base_ai"
"26443",0.72,0.63,19,0,49,1,"323001007843",1838,2007,2015,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,8,"base_ai"
"26444",0.664999999999999,0.63,7,0,56,1,"323001007843",1838,2007,2016,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,9,"base_ai"
"26445",0.68,0.659999999999999,0,3,61,1,"323001007843",1838,2007,2017,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,10,"base_ai"
"26446",0.69,0.69,0,4,43,1,"323001007843",1838,2007,2018,"MONTERÍA","TRATAMIENTO","PRIV",1000,2007,2007,11,"base_ai"
"26447",0.670000000000001,0.68,0,3,60,1,"323001007843",1838,2007,2019,"MONTERÍA","TRATAMIENTO","PRIV",1000,2007,2007,12,"base_ai"
"26462",0.374,0.446,3,0,72,1,"323001008297",1840,2007,2006,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,-1,"base_ai"
"26463",0.374,0.446,1,0,72,1,"323001008297",1840,2007,2006,"TIERRALTA","TRATAMIENTO","PRIV",1000,2007,2007,-1,"base_ai"
"26464",0.356,0.483,1,13,80,1,"323001008297",1840,2007,2008,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,1,"base_ai"
"26465",0.356,0.483,5,13,80,1,"323001008297",1840,2007,2008,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,1,"base_ai"
"26466",0.356,0.483,1,13,80,1,"323001008297",1840,2007,2008,"TIERRALTA","TRATAMIENTO","PRIV",1000,2007,2007,1,"base_ai"
"26467",0.355,0.455,1,1,27,1,"323001008297",1840,2007,2009,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,2,"base_ai"
"26468",0.377,0.388000000000001,4,33,92,1,"323001008297",1840,2007,2010,"MONTERÍA","TRATAMIENTO","PRIV",1000,2007,2007,3,"base_ai"
"26469",0.334,0.429,2,44,96,1,"323001008297",1840,2007,2011,"MONTERÍA","TRATAMIENTO","PRIV",1000,2007,2007,4,"base_ai"
"26470",0.311422413793103,0.442939655172414,3,48,116,1,"323001008297",1840,2007,2012,"MONTERÍA","TRATAMIENTO","PRIV",1000,2007,2007,5,"base_ai"
"26471",0.345,0.442,1,28,53,1,"323001008297",1840,2007,2013,"MONTERÍA","TRATAMIENTO","PRIV",1000,2007,2007,6,"base_ai"
"26472",0.440000000000001,0.445,0,25,74,1,"323001008297",1840,2007,2014,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,7,"base_ai"
"26473",0.44,0.43,0,16,43,1,"323001008297",1840,2007,2015,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,8,"base_ai"
"26474",0.39,0.47,0,15,53,1,"323001008297",1840,2007,2016,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,9,"base_ai"
"26475",0.38,0.450000000000001,0,60,111,1,"323001008297",1840,2007,2017,"MONTERIA","TRATAMIENTO","PRIV",1000,2007,2007,10,"base_ai"
"26476",0.39,0.46,0,65,169,1,"323001008297",1840,2007,2018,"MONTERÍA","TRATAMIENTO","PRIV",1000,2007,2007,11,"base_ai"
"26477",0.380000000000001,0.439999999999999,0,76,178,1,"323001008297",1840,2007,2019,"MONTERÍA","TRATAMIENTO","PRIV",1000,2007,2007,12,"base_ai"
"26541",0.423,0.536,31,0,47,1,"323162000466",1848,2007,2006,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,-1,"base_ai"
"26542",0.423,0.536,2,0,47,1,"323162000466",1848,2007,2006,"CIENAGA DE ORO","TRATAMIENTO","PRIV",1000,2007,2007,-1,"base_ai"
"26543",0.421,0.538,28,0,47,1,"323162000466",1848,2007,2007,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,0,"base_ai"
"26544",0.428000000000001,0.559,51,0,64,1,"323162000466",1848,2007,2008,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,1,"base_ai"
"26545",0.446,0.49,24,0,34,1,"323162000466",1848,2007,2009,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,2,"base_ai"
"26546",0.446,0.49,1,0,34,1,"323162000466",1848,2007,2009,"CIENAGA DE ORO","TRATAMIENTO","PRIV",1000,2007,2007,2,"base_ai"
"26547",0.446,0.49,1,0,34,1,"323162000466",1848,2007,2009,"SAN PELAYO","TRATAMIENTO","PRIV",1000,2007,2007,2,"base_ai"
"26548",0.443,0.498,37,0,82,1,"323162000466",1848,2007,2010,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,3,"base_ai"
"26549",0.484000000000001,0.593,41,1,52,1,"323162000466",1848,2007,2011,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,4,"base_ai"
"26550",0.435641509433962,0.568981132075472,43,0,53,1,"323162000466",1848,2007,2012,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,5,"base_ai"
"26551",0.448,0.568,32,0,41,1,"323162000466",1848,2007,2013,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,6,"base_ai"
"26552",0.57,0.6,21,0,33,1,"323162000466",1848,2007,2014,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,7,"base_ai"
"26553",0.64,0.595,10,0,30,1,"323162000466",1848,2007,2015,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,8,"base_ai"
"26554",0.63,0.64,5,1,47,1,"323162000466",1848,2007,2016,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,9,"base_ai"
"26555",0.655,0.65,0,7,32,1,"323162000466",1848,2007,2017,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,10,"base_ai"
"26556",0.68,0.67,0,3,31,1,"323162000466",1848,2007,2018,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,11,"base_ai"
"26557",0.61,0.65,0,5,35,1,"323162000466",1848,2007,2019,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,12,"base_ai"
"26558",0.4,0.517,9,0,30,1,"323162000474",1849,2007,2006,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,-1,"base_ai"
"26559",0.4,0.517,2,0,30,1,"323162000474",1849,2007,2006,"CIENAGA DE ORO","TRATAMIENTO","PRIV",1000,2007,2007,-1,"base_ai"
"26560",0.371,0.498,14,0,23,1,"323162000474",1849,2007,2007,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,0,"base_ai"
"26561",0.382,0.488,18,0,27,1,"323162000474",1849,2007,2008,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,1,"base_ai"
"26562",0.382,0.488,1,0,27,1,"323162000474",1849,2007,2008,"SAN PELAYO","TRATAMIENTO","PRIV",1000,2007,2007,1,"base_ai"
"26563",0.368,0.456,14,0,24,1,"323162000474",1849,2007,2009,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,2,"base_ai"
"26564",0.442,0.446,21,0,51,1,"323162000474",1849,2007,2010,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,3,"base_ai"
"26565",0.431,0.505,26,0,44,1,"323162000474",1849,2007,2011,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,4,"base_ai"
"26566",0.38804,0.55728,11,2,25,1,"323162000474",1849,2007,2012,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,5,"base_ai"
"26567",0.397,0.505,9,0,28,1,"323162000474",1849,2007,2013,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,6,"base_ai"
"26568",0.55,0.52,9,0,27,1,"323162000474",1849,2007,2014,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,7,"base_ai"
"26569",0.545,0.54,12,0,28,1,"323162000474",1849,2007,2015,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,8,"base_ai"
"26570",0.55,0.55,1,0,43,1,"323162000474",1849,2007,2016,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,9,"base_ai"
"26571",0.539999999999999,0.55,0,12,51,1,"323162000474",1849,2007,2017,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,10,"base_ai"
"26572",0.600000000000001,0.61,0,11,67,1,"323162000474",1849,2007,2018,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,11,"base_ai"
"26573",0.62,0.615,0,7,38,1,"323162000474",1849,2007,2019,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,12,"base_ai"
"26574",0.4005,0.4735,3,0,8,1,"323162001713",1850,2007,2013,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,6,"base_ai"
"26575",0.53,0.58,3,0,7,1,"323162001713",1850,2007,2014,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,7,"base_ai"
"26576",0.555,0.545,3,0,6,1,"323162001713",1850,2007,2015,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,8,"base_ai"
"26577",0.62,0.59,0,0,6,1,"323162001713",1850,2007,2016,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,9,"base_ai"
"26578",0.62,0.65,0,2,18,1,"323162001713",1850,2007,2017,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,10,"base_ai"
"26579",0.55,0.65,0,0,5,1,"323162001713",1850,2007,2018,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,11,"base_ai"
"26580",0.56,0.575,0,5,20,1,"323162001713",1850,2007,2019,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,12,"base_ai"
"26581",0.423,0.478,20,0,51,1,"323162001781",1851,2007,2006,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,-1,"base_ai"
"26582",0.423,0.478,1,0,51,1,"323162001781",1851,2007,2006,"CIENAGA DE ORO","TRATAMIENTO","PRIV",1000,2007,2007,-1,"base_ai"
"26583",0.397,0.478,17,0,37,1,"323162001781",1851,2007,2007,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,0,"base_ai"
"26584",0.427,0.515,12,0,23,1,"323162001781",1851,2007,2008,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,1,"base_ai"
"26585",0.369,0.49,8,0,22,1,"323162001781",1851,2007,2009,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,2,"base_ai"
"26586",0.4425,0.474,13,0,37,1,"323162001781",1851,2007,2010,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,3,"base_ai"
"26587",0.431,0.549,22,2,30,1,"323162001781",1851,2007,2011,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,4,"base_ai"
"26588",0.389,0.516,13,0,23,1,"323162001781",1851,2007,2012,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,5,"base_ai"
"26589",0.375,0.4845,12,0,28,1,"323162001781",1851,2007,2013,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,6,"base_ai"
"26590",0.5,0.5,11,0,21,1,"323162001781",1851,2007,2014,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,7,"base_ai"
"26591",0.55,0.5,8,0,17,1,"323162001781",1851,2007,2015,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,8,"base_ai"
"26592",0.56,0.61,0,0,19,1,"323162001781",1851,2007,2016,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,9,"base_ai"
"26593",0.48,0.52,0,3,23,1,"323162001781",1851,2007,2017,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,10,"base_ai"
"26594",0.555,0.595,0,7,24,1,"323162001781",1851,2007,2018,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,11,"base_ai"
"26595",0.45,0.51,0,12,26,1,"323162001781",1851,2007,2019,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,12,"base_ai"
"26596",0.374,0.457,6,0,36,1,"323162001799",1852,2007,2006,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,-1,"base_ai"
"26597",0.371,0.435,4,0,27,1,"323162001799",1852,2007,2007,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,0,"base_ai"
"26598",0.371,0.435,0,0,27,1,"323162001799",1852,2007,2007,"CIENAGA DE ORO","TRATAMIENTO","PRIV",1000,2007,2007,0,"base_ai"
"26599",0.371,0.435,0,0,27,1,"323162001799",1852,2007,2007,"SAN PELAYO","TRATAMIENTO","PRIV",1000,2007,2007,0,"base_ai"
"26600",0.405,0.488,4,1,22,1,"323162001799",1852,2007,2008,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,1,"base_ai"
"26601",0.405,0.488,0,1,22,1,"323162001799",1852,2007,2008,"CIENAGA DE ORO","TRATAMIENTO","PRIV",1000,2007,2007,1,"base_ai"
"26602",0.329,0.4325,2,0,22,1,"323162001799",1852,2007,2009,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,2,"base_ai"
"26603",0.329,0.4325,0,0,22,1,"323162001799",1852,2007,2009,"CIENAGA DE ORO","TRATAMIENTO","PRIV",1000,2007,2007,2,"base_ai"
"26604",0.377,0.3705,2,0,15,1,"323162001799",1852,2007,2010,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,3,"base_ai"
"26605",0.308,0.473,2,0,11,1,"323162001799",1852,2007,2011,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,4,"base_ai"
"26606",0.31,0.484,3,0,17,1,"323162001799",1852,2007,2012,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,5,"base_ai"
"26607",0.379,0.453,3,1,17,1,"323162001799",1852,2007,2013,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,6,"base_ai"
"26608",0.45,0.42,1,0,14,1,"323162001799",1852,2007,2014,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,7,"base_ai"
"26609",0.38,0.45,0,0,15,1,"323162001799",1852,2007,2015,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,8,"base_ai"
"26610",0.43,0.45,1,0,24,1,"323162001799",1852,2007,2016,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,9,"base_ai"
"26611",0.37,0.47,0,10,21,1,"323162001799",1852,2007,2017,"CERETE","TRATAMIENTO","PRIV",1000,2007,2007,10,"base_ai"
"26612",0.39,0.48,0,7,21,1,"323162001799",1852,2007,2018,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,11,"base_ai"
"26613",0.45,0.44,0,8,19,1,"323162001799",1852,2007,2019,"CERETÉ","TRATAMIENTO","PRIV",1000,2007,2007,12,"base_ai"
"26615",0.41,0.4,0,8,17,1,"323182001485",1854,2007,2019,"CHINÚ","TRATAMIENTO","PRIV",1000,2007,2007,12,"base_ai"
"26616",0.432,0.5245,16,0,40,1,"323660000015",1855,2007,2010,"SAHAGÚN","TRATAMIENTO","PRIV",1000,2007,2007,3,"base_ai"
"26617",0.431,0.593,6,0,15,1,"323660000015",1855,2007,2011,"SAHAGÚN","TRATAMIENTO","PRIV",1000,2007,2007,4,"base_ai"
"26618",0.437,0.559,14,0,17,1,"323660000015",1855,2007,2012,"SAHAGÚN","TRATAMIENTO","PRIV",1000,2007,2007,5,"base_ai"
"26619",0.4955,0.5575,9,0,18,1,"323660000015",1855,2007,2013,"SAHAGÚN","TRATAMIENTO","PRIV",1000,2007,2007,6,"base_ai"
"26620",0.61,0.585,8,1,24,1,"323660000015",1855,2007,2014,"SAHAGUN","TRATAMIENTO","PRIV",1000,2007,2007,7,"base_ai"
"26621",0.62,0.54,5,1,26,1,"323660000015",1855,2007,2015,"SAHAGUN","TRATAMIENTO","PRIV",1000,2007,2007,8,"base_ai"
"26622",0.61,0.61,1,16,24,1,"323660000015",1855,2007,2016,"SAHAGUN","TRATAMIENTO","PRIV",1000,2007,2007,9,"base_ai"
"26623",0.61,0.605,0,2,28,1,"323660000015",1855,2007,2017,"SAHAGUN","TRATAMIENTO","PRIV",1000,2007,2007,10,"base_ai"
"26624",0.51,0.55,0,5,35,1,"323660000015",1855,2007,2018,"SAHAGÚN","TRATAMIENTO","PRIV",1000,2007,2007,11,"base_ai"
"26625",0.63,0.57,0,4,21,1,"323660000015",1855,2007,2019,"SAHAGÚN","TRATAMIENTO","PRIV",1000,2007,2007,12,"base_ai"
"26626",0.466,0.517000000000001,43,0,85,1,"323660000929",1856,2007,2006,"SAHAGUN","TRATAMIENTO","PRIV",1000,2007,2007,-1,"base_ai"
"26627",0.421,0.518999999999999,59,0,83,1,"323660000929",1856,2007,2007,"SAHAGUN","TRATAMIENTO","PRIV",1000,2007,2007,0,"base_ai"
"26628",0.438,0.5605,47,0,66,1,"323660000929",1856,2007,2008,"SAHAGUN","TRATAMIENTO","PRIV",1000,2007,2007,1,"base_ai"
"26629",0.424,0.489999999999999,44,0,57,1,"323660000929",1856,2007,2009,"SAHAGUN","TRATAMIENTO","PRIV",1000,2007,2007,2,"base_ai"
"26630",0.424,0.49,1,0,57,1,"323660000929",1856,2007,2009,"SAN BERNARDO DEL VIENTO","TRATAMIENTO","PRIV",1000,2007,2007,2,"base_ai"
"26631",0.462,0.474,39,0,95,1,"323660000929",1856,2007,2010,"SAHAGÚN","TRATAMIENTO","PRIV",1000,2007,2007,3,"base_ai"
"26632",0.484,0.5875,35,0,48,1,"323660000929",1856,2007,2011,"SAHAGÚN","TRATAMIENTO","PRIV",1000,2007,2007,4,"base_ai"
"26633",0.434677419354839,0.568258064516129,24,0,31,1,"323660000929",1856,2007,2012,"SAHAGÚN","TRATAMIENTO","PRIV",1000,2007,2007,5,"base_ai"
"26634",0.525500000000001,0.568,28,0,40,1,"323660000929",1856,2007,2013,"SAHAGÚN","TRATAMIENTO","PRIV",1000,2007,2007,6,"base_ai"
"26635",0.595,0.565,16,0,29,1,"323660000929",1856,2007,2014,"SAHAGUN","TRATAMIENTO","PRIV",1000,2007,2007,7,"base_ai"
"26636",0.68,0.6,9,0,35,1,"323660000929",1856,2007,2015,"SAHAGUN","TRATAMIENTO","PRIV",1000,2007,2007,8,"base_ai"
"26637",0.66,0.61,1,1,33,1,"323660000929",1856,2007,2016,"SAHAGUN","TRATAMIENTO","PRIV",1000,2007,2007,9,"base_ai"
"26638",0.66,0.64,0,5,39,1,"323660000929",1856,2007,2017,"SAHAGUN","TRATAMIENTO","PRIV",1000,2007,2007,10,"base_ai"
"26639",0.65,0.63,0,1,27,1,"323660000929",1856,2007,2018,"SAHAGÚN","TRATAMIENTO","PRIV",1000,2007,2007,11,"base_ai"
"26640",0.685,0.66,0,5,36,1,"323660000929",1856,2007,2019,"SAHAGÚN","TRATAMIENTO","PRIV",1000,2007,2007,12,"base_ai"
"26641",0.4,0.478,11,0,34,1,"325123000125",1857,2010,2006,"LA MESA","TRATAMIENTO","PRIV",1000,2010,2010,-4,"base_ai"
"26642",0.397,0.478,0,0,37,1,"325123000125",1857,2010,2007,"BOGOTÁ D.C.","TRATAMIENTO","PRIV",1000,2010,2010,-3,"base_ai"
"26643",0.397,0.478,14,0,37,1,"325123000125",1857,2010,2007,"LA MESA","TRATAMIENTO","PRIV",1000,2010,2010,-3,"base_ai"
"26644",0.382,0.513,10,1,25,1,"325123000125",1857,2010,2008,"LA MESA","TRATAMIENTO","PRIV",1000,2010,2010,-2,"base_ai"
"26645",0.392,0.489,6,0,22,1,"325123000125",1857,2010,2009,"LA MESA","TRATAMIENTO","PRIV",1000,2010,2010,-1,"base_ai"
"26646",0.421,0.4465,10,3,40,1,"325123000125",1857,2010,2010,"CACHIPAY","TRATAMIENTO","PRIV",1000,2010,2010,0,"base_ai"
"26647",0.431,0.538,10,0,20,1,"325123000125",1857,2010,2011,"CACHIPAY","TRATAMIENTO","PRIV",1000,2010,2010,1,"base_ai"
"26648",0.403709677419355,0.495677419354838,20,1,31,1,"325123000125",1857,2010,2012,"CACHIPAY","TRATAMIENTO","PRIV",1000,2010,2010,2,"base_ai"
"26649",0.397,0.526,10,0,19,1,"325123000125",1857,2010,2013,"CACHIPAY","TRATAMIENTO","PRIV",1000,2010,2010,3,"base_ai"
"26650",0.53,0.515,8,0,18,1,"325123000125",1857,2010,2014,"CACHIPAY","TRATAMIENTO","PRIV",1000,2010,2010,4,"base_ai"
"26651",0.54,0.53,10,0,35,1,"325123000125",1857,2010,2015,"CACHIPAY","TRATAMIENTO","PRIV",1000,2010,2010,5,"base_ai"
"26652",0.55,0.56,3,0,27,1,"325123000125",1857,2010,2016,"CACHIPAY","TRATAMIENTO","PRIV",1000,2010,2010,6,"base_ai"
"26653",0.56,0.6,0,4,17,1,"325123000125",1857,2010,2017,"CACHIPAY","TRATAMIENTO","PRIV",1000,2010,2010,7,"base_ai"
"26654",0.545,0.565,0,5,18,1,"325123000125",1857,2010,2018,"CACHIPAY","TRATAMIENTO","PRIV",1000,2010,2010,8,"base_ai"
"26655",0.55,0.57,0,7,20,1,"325123000125",1857,2010,2019,"CACHIPAY","TRATAMIENTO","PRIV",1000,2010,2010,9,"base_ai"
"26656",0.413,0.527,5,0,9,1,"325183000566",1858,2004,2012,"CHOCONTÁ","TRATAMIENTO","PRIV",1000,2004,2004,8,"base_ai"
"26657",0.397,0.526,4,0,9,1,"325183000566",1858,2004,2013,"CHOCONTÁ","TRATAMIENTO","PRIV",1000,2004,2004,9,"base_ai"
"26658",0.515,0.515,0,0,6,1,"325183000566",1858,2004,2014,"CHOCONTA","TRATAMIENTO","PRIV",1000,2004,2004,10,"base_ai"
"26659",0.54,0.55,4,0,9,1,"325183000566",1858,2004,2015,"CHOCONTA","TRATAMIENTO","PRIV",1000,2004,2004,11,"base_ai"
"26660",0.58,0.56,0,0,11,1,"325183000566",1858,2004,2016,"CHOCONTA","TRATAMIENTO","PRIV",1000,2004,2004,12,"base_ai"
"26661",0.59,0.59,0,3,11,1,"325183000566",1858,2004,2017,"CHOCONTA","TRATAMIENTO","PRIV",1000,2004,2004,13,"base_ai"
"26662",0.53,0.51,0,4,9,1,"325183000566",1858,2004,2018,"CHOCONTÁ","TRATAMIENTO","PRIV",1000,2004,2004,14,"base_ai"
"26663",0.57,0.57,0,1,5,1,"325183000566",1858,2004,2019,"CHOCONTÁ","TRATAMIENTO","PRIV",1000,2004,2004,15,"base_ai"
"26664",0.353,0.421,2,18,33,1,"325183000655",1859,2004,2013,"CHOCONTÁ","TRATAMIENTO","PRIV",1000,2004,2004,9,"base_ai"
"26665",0.465,0.41,0,16,28,1,"325183000655",1859,2004,2014,"CHOCONTA","TRATAMIENTO","PRIV",1000,2004,2004,10,"base_ai"
"26666",0.4,0.44,0,2,23,1,"325183000655",1859,2004,2015,"CHOCONTA","TRATAMIENTO","PRIV",1000,2004,2004,11,"base_ai"
"26667",0.42,0.46,0,0,35,1,"325183000655",1859,2004,2016,"CHOCONTA","TRATAMIENTO","PRIV",1000,2004,2004,12,"base_ai"
